30,Hz=4,5.1255
35,Hz=4,5.185
40,Hz=4,8.5985
45,Hz=4,0.986
50,Hz=4,0.259
55,Hz=4,0.1164
60,Hz=4,8.1784
65,Hz=4,8.0238
70,Hz=4,0.1697
75,Hz=4,0.4286
80,Hz=4,0.6804
85,Hz=4,6.6736
90,Hz=4,1.2199
95,Hz=4,4.9769
100,Hz=4,1.3533
105,Hz=4,1.4415
110,Hz=4,0.9235
115,Hz=4,1.0643
120,Hz=4,1.112
125,Hz=4,0.696
130,Hz=4,0.5764
10,Hz=5,5.954
15,Hz=5,6.6096
20,Hz=5,8.1446
25,Hz=5,6.6543
30,Hz=5,8.0405
35,Hz=5,7.5687
40,Hz=5,7.7648
45,Hz=5,1.2709
50,Hz=5,0.205
55,Hz=5,0.5946
60,Hz=5,6.0322
65,Hz=5,5.6215
70,Hz=5,0.556
75,Hz=5,0.6478
80,Hz=5,0.7886
85,Hz=5,3.9803
90,Hz=5,6.1882
95,Hz=5,3.1068
100,Hz=5,0.6181
105,Hz=5,1.1111
110,Hz=5,0.0506
115,Hz=5,0.6947
120,Hz=5,1.3502
125,Hz=5,0.911
130,Hz=5,0.4994
10,Hz=6,5.0949
15,Hz=6,4.8209
20,Hz=6,6.3263
25,Hz=6,6.3504
30,Hz=6,5.0786
35,Hz=6,9.016
40,Hz=6,2.21
45,Hz=6,1.4508
50,Hz=6,0.2904
55,Hz=6,0.6865
60,Hz=6,5.3738
65,Hz=6,5.0254
70,Hz=6,0.7926
75,Hz=6,0.5601
80,Hz=6,0.448
85,Hz=6,6.0724
90,Hz=6,6.0726
95,Hz=6,2.2277
100,Hz=6,1.4422
105,Hz=6,1.3172
110,Hz=6,0.4528
115,Hz=6,0.589
120,Hz=6,1.3046
125,Hz=6,0.4842
130,Hz=6,0.2617
10,Hz=7,2.9492
15,Hz=7,3.3544
20,Hz=7,5.1182
25,Hz=7,3.5256
30,Hz=7,5.5193
35,Hz=7,2.9158
40,Hz=7,2.3301
45,Hz=7,1.1417
50,Hz=7,0.3997
55,Hz=7,0.4716
60,Hz=7,3.3448
65,Hz=7,3.565
70,Hz=7,0.5907
75,Hz=7,0.8733
80,Hz=7,0.395
85,Hz=7,2.4172
90,Hz=7,1.7034
95,Hz=7,2.3224
100,Hz=7,0.8697
105,Hz=7,0.8877
110,Hz=7,0.4939
115,Hz=7,0.9631
120,Hz=7,1.1824
125,Hz=7,0.1737
130,Hz=7,0.2995
10,Hz=8,2.8613
15,Hz=8,2.4893
20,Hz=8,3.8569
25,Hz=8,4.6302
30,Hz=8,1.8037
35,Hz=8,3.3205
40,Hz=8,1.6296
45,Hz=8,1.6636
50,Hz=8,0.3106
55,Hz=8,0.5759
60,Hz=8,3.4095
65,Hz=8,2.8901
70,Hz=8,1.0532
75,Hz=8,1.138
80,Hz=8,0.1848
85,Hz=8,1.2801
90,Hz=8,3.1834
95,Hz=8,1.5392
100,Hz=8,0.5715
105,Hz=8,0.1689
110,Hz=8,0.4847
115,Hz=8,0.927
120,Hz=8,0.5671
125,Hz=8,0.5572
130,Hz=8,0.4355
10,Hz=9,1.8304
15,Hz=9,2.0012
20,Hz=9,2.5411
25,Hz=9,2.3397
30,Hz=9,2.4499
35,Hz=9,3.3608
40,Hz=9,1.7437
45,Hz=9,1.1373
50,Hz=9,0.524
55,Hz=9,0.8588
60,Hz=9,2.0919
65,Hz=9,2.6411
70,Hz=9,0.4837
75,Hz=9,0.77
80,Hz=9,0.6231
85,Hz=9,3.103
90,Hz=9,2.616
95,Hz=9,1.583
100,Hz=9,0.3213
105,Hz=9,0.3677
110,Hz=9,0.2891
115,Hz=9,0.8165
120,Hz=9,0.3189
125,Hz=9,0.3905
130,Hz=9,0.5724
10,Hz=10,1.7698
15,Hz=10,1.2072
20,Hz=10,1.7246
25,Hz=10,2.2023
30,Hz=10,1.9949
35,Hz=10,1.0821
40,Hz=10,1.6682
45,Hz=10,0.4706
50,Hz=10,0.2517
55,Hz=10,0.3661
60,Hz=10,2.1926
65,Hz=10,2.6005
70,Hz=10,0.5329
75,Hz=10,0.065
80,Hz=10,0.6037
85,Hz=10,1.3355
90,Hz=10,0.6472
95,Hz=10,1.7576
100,Hz=10,0.5157
105,Hz=10,0.1395
110,Hz=10,0.4148
115,Hz=10,0.8349
120,Hz=10,1.2413
125,Hz=10,0.4058
130,Hz=10,0.5593
10,Hz=11,0.8039
15,Hz=11,1.1864
20,Hz=11,1.0647
25,Hz=11,1.3846
30,Hz=11,2.2095
35,Hz=11,2.3413
40,Hz=11,0.3564
45,Hz=11,0.3743
50,Hz=11,0.432
55,Hz=11,0.3847
60,Hz=11,1.1744
65,Hz=11,1.4662
70,Hz=11,0.7277
75,Hz=11,0.9538
80,Hz=11,0.2426
85,Hz=11,1.4762
90,Hz=11,1.653
95,Hz=11,2.016
100,Hz=11,0.5596
105,Hz=11,0.5604
110,Hz=11,0.3952
115,Hz=11,0.9609
120,Hz=11,0.7171
125,Hz=11,0.483
130,Hz=11,0.208
10,Hz=12,0.8561
15,Hz=12,0.3564
20,Hz=12,1.4158
25,Hz=12,1.5725
30,Hz=12,2.0453
35,Hz=12,1.5862
40,Hz=12,0.6073
45,Hz=12,0.4717
50,Hz=12,0.0633
55,Hz=12,0.198
60,Hz=12,0.6288
65,Hz=12,0.7811
70,Hz=12,0.7121
75,Hz=12,0.5262
80,Hz=12,0.4456
85,Hz=12,1.584
90,Hz=12,0.3654
95,Hz=12,1.5805
100,Hz=12,0.3515
105,Hz=12,0.527
110,Hz=12,0.2897
115,Hz=12,0.273
120,Hz=12,0.4552
125,Hz=12,0.3496
130,Hz=12,0.6944
10,Hz=13,1.0206
15,Hz=13,1.1789
20,Hz=13,0.3021
25,Hz=13,0.3711
30,Hz=13,1.105
35,Hz=13,0.6386
40,Hz=13,0.9201
45,Hz=13,0.239
50,Hz=13,0.2598
55,Hz=13,0.3089
60,Hz=13,0.6551
65,Hz=13,0.9561
70,Hz=13,0.3203
75,Hz=13,0.6685
80,Hz=13,0.337
85,Hz=13,0.3066
90,Hz=13,0.7057
95,Hz=13,1.3356
100,Hz=13,0.3798
105,Hz=13,0.3486
110,Hz=13,0.3515
115,Hz=13,0.0542
120,Hz=13,0.3924
125,Hz=13,0.6584
130,Hz=13,0.5747
10,Hz=14,0.3895
15,Hz=14,0.2948
20,Hz=14,0.6395
25,Hz=14,0.2892
30,Hz=14,0.175
35,Hz=14,0.7476
40,Hz=14,0.3414
45,Hz=14,0.2456
50,Hz=14,0.2348
55,Hz=14,0.2847
60,Hz=14,0.9128
65,Hz=14,0.9251
70,Hz=14,0.6718
75,Hz=14,0.4395
80,Hz=14,0.0855
85,Hz=14,0.9897
90,Hz=14,0.8514
95,Hz=14,1.0596
100,Hz=14,0.4376
105,Hz=14,0.4592
110,Hz=14,0.1496
115,Hz=14,0.4925
120,Hz=14,0.4654
125,Hz=14,0.0641
130,Hz=14,0.4234
10,Hz=15,0.6472
15,Hz=15,0.7612
20,Hz=15,0.4678
25,Hz=15,0.2221
30,Hz=15,0.1796
35,Hz=15,0.9419
40,Hz=15,1.2578
45,Hz=15,0.1548
50,Hz=15,0.277
55,Hz=15,0.3713
60,Hz=15,0.9111
65,Hz=15,0.51
70,Hz=15,0.7471
75,Hz=15,0.626
80,Hz=15,0.2392
85,Hz=15,0.841
90,Hz=15,0.4169
95,Hz=15,0.8848
100,Hz=15,0.1428
105,Hz=15,0.2646
110,Hz=15,0.4146
115,Hz=15,0.6661
120,Hz=15,0.3476
125,Hz=15,0.4803
130,Hz=15,0.2204
10,Hz=16,0.2122
15,Hz=16,0.1366
20,Hz=16,0.3419
25,Hz=16,0.5935
30,Hz=16,0.5346
35,Hz=16,0.6505
40,Hz=16,0.4296
45,Hz=16,0.4457
50,Hz=16,0.0963
55,Hz=16,0.2082
60,Hz=16,0.1774
65,Hz=16,0.3048
70,Hz=16,0.3014
75,Hz=16,0.271
80,Hz=16,0.0709
85,Hz=16,0.6577
90,Hz=16,0.3108
95,Hz=16,0.8098
100,Hz=16,0.1083
105,Hz=16,0.1181
110,Hz=16,0.3014
115,Hz=16,0.3904
120,Hz=16,0.2556
125,Hz=16,0.3173
130,Hz=16,0.1258
10,Hz=17,0.1369
15,Hz=17,0.1952
20,Hz=17,0.0783
25,Hz=17,0.3413
30,Hz=17,0.1762
35,Hz=17,0.1422
40,Hz=17,0.4027
45,Hz=17,0.2415
50,Hz=17,0.1264
55,Hz=17,0.3106
60,Hz=17,0.1659
65,Hz=17,0.23
70,Hz=17,0.2018
75,Hz=17,0.3263
80,Hz=17,0.2029
85,Hz=17,0.5834
90,Hz=17,0.3445
95,Hz=17,1.1511
100,Hz=17,0.326
105,Hz=17,0.1506
110,Hz=17,0.303
115,Hz=17,0.3405
120,Hz=17,0.5337
125,Hz=17,0.3691
130,Hz=17,0.4409
10,Hz=18,0.1936
15,Hz=18,0.2229
20,Hz=18,0.3384
25,Hz=18,0.4181
30,Hz=18,0.1401
35,Hz=18,0.0747
40,Hz=18,0.1277
45,Hz=18,0.2135
50,Hz=18,0.0812
55,Hz=18,0.2849
60,Hz=18,0.1307
65,Hz=18,0.0952
70,Hz=18,0.1929
75,Hz=18,0.3226
80,Hz=18,0.2885
85,Hz=18,0.8255
90,Hz=18,0.0973
95,Hz=18,0.5513
100,Hz=18,0.2781
105,Hz=18,0.1019
110,Hz=18,0.1083
115,Hz=18,0.3235
120,Hz=18,0.1692
125,Hz=18,0.263
130,Hz=18,0.1013
10,Hz=19,0.1034
15,Hz=19,0.0461
20,Hz=19,0.2277
25,Hz=19,0.1703
30,Hz=19,0.2796
35,Hz=19,0.3335
40,Hz=19,0.1546
45,Hz=19,0.1465
50,Hz=19,0.0905
55,Hz=19,0.128
60,Hz=19,0.0823
65,Hz=19,0.0732
70,Hz=19,0.1169
75,Hz=19,0.1594
80,Hz=19,0.1775
85,Hz=19,0.5968
90,Hz=19,0.2502
95,Hz=19,0.7339
100,Hz=19,0.1532
105,Hz=19,0.1831
110,Hz=19,0.1836
115,Hz=19,0.2629
120,Hz=19,0.3056
125,Hz=19,0.1258
130,Hz=19,0.1314
10,Hz=20,0.1282
15,Hz=20,0.1464
20,Hz=20,0.2648
25,Hz=20,0.0818
30,Hz=20,0.4342
35,Hz=20,0.3432
40,Hz=20,0.3165
45,Hz=20,0.2713
50,Hz=20,0.1276
55,Hz=20,0.2967
60,Hz=20,0.0329
65,Hz=20,0.1701
70,Hz=20,0.1749
75,Hz=20,0.0589
80,Hz=20,0.165
85,Hz=20,0.6109
90,Hz=20,0.1159
95,Hz=20,0.7591
100,Hz=20,0.1488
105,Hz=20,0.0712
110,Hz=20,0.1024
115,Hz=20,0.0382
120,Hz=20,0.1494
125,Hz=20,0.1462
130,Hz=20,0.2089
10,Hz=21,0.1565
15,Hz=21,0.1288
20,Hz=21,0.348
25,Hz=21,0.3313
30,Hz=21,0.2294
35,Hz=21,0.1424
40,Hz=21,0.3345
45,Hz=21,0.0451
50,Hz=21,0.1038
55,Hz=21,0.1582
60,Hz=21,0.0971
65,Hz=21,0.0851
70,Hz=21,0.1501
75,Hz=21,0.0588
80,Hz=21,0.0965
85,Hz=21,0.4483
90,Hz=21,0.0589
95,Hz=21,0.7717
100,Hz=21,0.2073
105,Hz=21,0.0292
110,Hz=21,0.183
115,Hz=21,0.1697
120,Hz=21,0.1582
125,Hz=21,0.0345
130,Hz=21,0.1354
10,Hz=22,0.1515
15,Hz=22,0.0278
20,Hz=22,0.2415
25,Hz=22,0.1328
30,Hz=22,0.2096
35,Hz=22,0.0059
40,Hz=22,0.2454
45,Hz=22,0.2181
50,Hz=22,0.038
55,Hz=22,0.2042
60,Hz=22,0.1884
65,Hz=22,0.1241
70,Hz=22,0.0551
75,Hz=22,0.0935
80,Hz=22,0.1464
85,Hz=22,0.5432
90,Hz=22,0.0963
95,Hz=22,0.6288
100,Hz=22,0.1055
105,Hz=22,0.1275
110,Hz=22,0.142
115,Hz=22,0.0517
120,Hz=22,0.2258
125,Hz=22,0.0788
130,Hz=22,0.0902
10,Hz=23,0.1502
15,Hz=23,0.0775
20,Hz=23,0.1978
25,Hz=23,0.1099
30,Hz=23,0.172
35,Hz=23,0.1949
40,Hz=23,0.2244
45,Hz=23,0.117
50,Hz=23,0.0479
55,Hz=23,0.1716
60,Hz=23,0.1134
65,Hz=23,0.1469
70,Hz=23,0.1831
75,Hz=23,0.1233
80,Hz=23,0.0833
85,Hz=23,0.5025
90,Hz=23,0.1258
95,Hz=23,0.6731
100,Hz=23,0.1009
105,Hz=23,0.0893
110,Hz=23,0.1164
115,Hz=23,0.0359
120,Hz=23,0.0741
125,Hz=23,0.02
130,Hz=23,0.0413
10,Hz=24,0.0874
15,Hz=24,0.0658
20,Hz=24,0.1011
25,Hz=24,0.1679
30,Hz=24,0.2328
35,Hz=24,0.0838
40,Hz=24,0.1634
45,Hz=24,0.1075
50,Hz=24,0.1106
55,Hz=24,0.166
60,Hz=24,0.1319
65,Hz=24,0.1146
70,Hz=24,0.0504
75,Hz=24,0.0955
80,Hz=24,0.0743
85,Hz=24,0.5696
90,Hz=24,0.1353
95,Hz=24,0.6542
100,Hz=24,0.0758
105,Hz=24,0.0847
110,Hz=24,0.1167
115,Hz=24,0.0848
120,Hz=24,0.1275
125,Hz=24,0.0983
130,Hz=24,0.0264
10,Hz=25,0.078
15,Hz=25,0.0828
20,Hz=25,0.2267
25,Hz=25,0.0671
30,Hz=25,0.2446
35,Hz=25,0.0887
40,Hz=25,0.1843
45,Hz=25,0.1175
50,Hz=25,0.0486
55,Hz=25,0.1659
60,Hz=25,0.0558
65,Hz=25,0.1207
70,Hz=25,0.127
75,Hz=25,0.0229
80,Hz=25,0.0939
85,Hz=25,0.4561
90,Hz=25,0.1531
95,Hz=25,0.5589
100,Hz=25,0.0818
105,Hz=25,0.0992
110,Hz=25,0.1329
115,Hz=25,0.0349
120,Hz=25,0.0606
125,Hz=25,0.024
130,Hz=25,0.0607
10,Hz=26,0.0099
15,Hz=26,0.0773
20,Hz=26,0.1831
25,Hz=26,0.0084
30,Hz=26,0.1377
35,Hz=26,0.0963
40,Hz=26,0.1615
45,Hz=26,0.1357
50,Hz=26,0.0364
55,Hz=26,0.1692
60,Hz=26,0.0474
65,Hz=26,0.1262
70,Hz=26,0.0632
75,Hz=26,0.0679
80,Hz=26,0.0472
85,Hz=26,0.4579
90,Hz=26,0.0672
95,Hz=26,0.5254
100,Hz=26,0.1156
105,Hz=26,0.0786
110,Hz=26,0.0596
115,Hz=26,0.0186
120,Hz=26,0.0644
125,Hz=26,0.0415
130,Hz=26,0.0735
10,Hz=27,0.0605
15,Hz=27,0.0523
20,Hz=27,0.1658
25,Hz=27,0.0981
30,Hz=27,0.1611
35,Hz=27,0.1174
40,Hz=27,0.1367
45,Hz=27,0.1323
50,Hz=27,0.0518
55,Hz=27,0.1177
60,Hz=27,0.0757
65,Hz=27,0.058
70,Hz=27,0.0186
75,Hz=27,0.0667
80,Hz=27,0.0435
85,Hz=27,0.3647
90,Hz=27,0.0953
95,Hz=27,0.5651
100,Hz=27,0.0872
105,Hz=27,0.1035
110,Hz=27,0.0679
115,Hz=27,0.0489
120,Hz=27,0.0536
125,Hz=27,0.0928
130,Hz=27,0.021
10,Hz=28,0.0706
15,Hz=28,0.0414
20,Hz=28,0.2017
25,Hz=28,0.0413
30,Hz=28,0.2259
35,Hz=28,0.1062
40,Hz=28,0.1781
45,Hz=28,0.0958
50,Hz=28,0.0649
55,Hz=28,0.1684
60,Hz=28,0.0683
65,Hz=28,0.1027
70,Hz=28,0.0914
75,Hz=28,0.0666
80,Hz=28,0.021
85,Hz=28,0.38
90,Hz=28,0.1366
95,Hz=28,0.5513
100,Hz=28,0.05
105,Hz=28,0.0804
110,Hz=28,0.0924
115,Hz=28,0.0499
120,Hz=28,0.0658
125,Hz=28,0.0377
130,Hz=28,0.0726
10,Hz=29,0.0599
15,Hz=29,0.0365
20,Hz=29,0.1159
25,Hz=29,0.0501
30,Hz=29,0.1826
35,Hz=29,0.0622
40,Hz=29,0.1217
45,Hz=29,0.1373
50,Hz=29,0.0318
55,Hz=29,0.0704
60,Hz=29,0.098
65,Hz=29,0.0965
70,Hz=29,0.0541
75,Hz=29,0.0655
80,Hz=29,0.0219
85,Hz=29,0.3434
90,Hz=29,0.1248
95,Hz=29,0.4825
100,Hz=29,0.0874
105,Hz=29,0.0496
110,Hz=29,0.0968
115,Hz=29,0.0501
120,Hz=29,0.0803
125,Hz=29,0.033
130,Hz=29,0.0495
10,Hz=30,0.013
15,Hz=30,0.0224
20,Hz=30,0.1504
25,Hz=30,0.0951
30,Hz=30,0.205
35,Hz=30,0.07
40,Hz=30,0.1602
45,Hz=30,0.0946
50,Hz=30,0.0315
55,Hz=30,0.0974
60,Hz=30,0.0769
65,Hz=30,0.0859
70,Hz=30,0.029
75,Hz=30,0.0545
80,Hz=30,0.0413
85,Hz=30,0.3459
90,Hz=30,0.1302
95,Hz=30,0.4984
100,Hz=30,0.0643
105,Hz=30,0.0344
110,Hz=30,0.0601
115,Hz=30,0.02
120,Hz=30,0.0886
125,Hz=30,0.0464
130,Hz=30,0.0374
10,Hz=31,0.0226
15,Hz=31,0.0518
20,Hz=31,0.1392
25,Hz=31,0.0523
30,Hz=31,0.1883
35,Hz=31,0.0826
40,Hz=31,0.1362
45,Hz=31,0.0768
50,Hz=31,0.0427
55,Hz=31,0.115
60,Hz=31,0.086
65,Hz=31,0.0955
70,Hz=31,0.0842
75,Hz=31,0.0112
80,Hz=31,0.0629
85,Hz=31,0.3609
90,Hz=31,0.0977
95,Hz=31,0.4767
100,Hz=31,0.065
105,Hz=31,0.0769
110,Hz=31,0.0875
115,Hz=31,0.0237
120,Hz=31,0.0467
125,Hz=31,0.0569
130,Hz=31,0.0162
10,Hz=32,0.0124
15,Hz=32,0.0616
20,Hz=32,0.1064
25,Hz=32,0.0426
30,Hz=32,0.1584
35,Hz=32,0.067
40,Hz=32,0.1417
45,Hz=32,0.0732
50,Hz=32,0.0075
55,Hz=32,0.1036
60,Hz=32,0.0746
65,Hz=32,0.0911
70,Hz=32,0.0567
75,Hz=32,0.0286
80,Hz=32,0.0045
85,Hz=32,0.3482
90,Hz=32,0.0866
95,Hz=32,0.4496
100,Hz=32,0.0917
105,Hz=32,0.0886
110,Hz=32,0.0562
115,Hz=32,0.0302
120,Hz=32,0.0795
125,Hz=32,0.0562
130,Hz=32,0.0349
10,Hz=33,0.0302
15,Hz=33,0.0939
20,Hz=33,0.1327
25,Hz=33,0.0509
30,Hz=33,0.1621
35,Hz=33,0.0403
40,Hz=33,0.106
45,Hz=33,0.0926
50,Hz=33,0.021
55,Hz=33,0.1099
60,Hz=33,0.0541
65,Hz=33,0.1101
70,Hz=33,0.0794
75,Hz=33,0.0162
80,Hz=33,0.0227
85,Hz=33,0.315
90,Hz=33,0.0775
95,Hz=33,0.4633
100,Hz=33,0.1004
105,Hz=33,0.0625
110,Hz=33,0.0646
115,Hz=33,0.0158
120,Hz=33,0.0356
125,Hz=33,0.038
130,Hz=33,0.0179
10,Hz=34,0.0401
15,Hz=34,0.0304
20,Hz=34,0.1644
25,Hz=34,0.0366
30,Hz=34,0.1326
35,Hz=34,0.0522
40,Hz=34,0.1199
45,Hz=34,0.081
50,Hz=34,0.0273
55,Hz=34,0.1113
60,Hz=34,0.0598
65,Hz=34,0.1055
70,Hz=34,0.0415
75,Hz=34,0.0264
80,Hz=34,0.022
85,Hz=34,0.3269
90,Hz=34,0.0711
95,Hz=34,0.4271
100,Hz=34,0.0682
105,Hz=34,0.0496
110,Hz=34,0.0703
115,Hz=34,0.0341
120,Hz=34,0.0459
125,Hz=34,0.0299
130,Hz=34,0.0336
10,Hz=35,0.0362
15,Hz=35,0.0226
20,Hz=35,0.1311
25,Hz=35,0.1213
30,Hz=35,0.0904
35,Hz=35,0.0908
40,Hz=35,0.1529
45,Hz=35,0.0614
50,Hz=35,0.013
55,Hz=35,0.1003
60,Hz=35,0.0584
65,Hz=35,0.0912
70,Hz=35,0.0659
75,Hz=35,0.0483
80,Hz=35,0.0617
85,Hz=35,0.3174
90,Hz=35,0.1039
95,Hz=35,0.425
100,Hz=35,0.0939
105,Hz=35,0.0534
110,Hz=35,0.0605
115,Hz=35,0.036
120,Hz=35,0.0581
125,Hz=35,0.0417
130,Hz=35,0.0389
10,Hz=36,0.0545
15,Hz=36,0.0213
20,Hz=36,0.1084
25,Hz=36,0.0527
30,Hz=36,0.1243
35,Hz=36,0.0601
40,Hz=36,0.1111
45,Hz=36,0.0819
50,Hz=36,0.0372
55,Hz=36,0.1154
60,Hz=36,0.0828
65,Hz=36,0.1161
70,Hz=36,0.0824
75,Hz=36,0.0532
80,Hz=36,0.017
85,Hz=36,0.3112
90,Hz=36,0.0946
95,Hz=36,0.451
100,Hz=36,0.0827
105,Hz=36,0.0722
110,Hz=36,0.0365
115,Hz=36,0.0076
120,Hz=36,0.0579
125,Hz=36,0.0302
130,Hz=36,0.02
10,Hz=37,0.0482
15,Hz=37,0.0446
20,Hz=37,0.119
25,Hz=37,0.0386
30,Hz=37,0.1451
35,Hz=37,0.0817
40,Hz=37,0.1464
45,Hz=37,0.0368
50,Hz=37,0.0485
55,Hz=37,0.0957
60,Hz=37,0.0332
65,Hz=37,0.1339
70,Hz=37,0.0713
75,Hz=37,0.0146
80,Hz=37,0.0248
85,Hz=37,0.2903
90,Hz=37,0.0927
95,Hz=37,0.4065
100,Hz=37,0.0664
105,Hz=37,0.0568
110,Hz=37,0.0801
115,Hz=37,0.0241
120,Hz=37,0.0484
125,Hz=37,0.0335
130,Hz=37,0.021
10,Hz=38,0.0276
15,Hz=38,0.038
20,Hz=38,0.1068
25,Hz=38,0.0549
30,Hz=38,0.1364
35,Hz=38,0.0601
40,Hz=38,0.1061
45,Hz=38,0.0586
50,Hz=38,0.0518
55,Hz=38,0.1218
60,Hz=38,0.0453
65,Hz=38,0.0913
70,Hz=38,0.0871
75,Hz=38,0.0616
80,Hz=38,0.0274
85,Hz=38,0.2684
90,Hz=38,0.0701
95,Hz=38,0.3761
100,Hz=38,0.0906
105,Hz=38,0.0841
110,Hz=38,0.0703
115,Hz=38,0.0239
120,Hz=38,0.054
125,Hz=38,0.0254
130,Hz=38,0.0199
10,Hz=39,0.0474
15,Hz=39,0.0545
20,Hz=39,0.1138
25,Hz=39,0.0763
30,Hz=39,0.1226
35,Hz=39,0.0699
40,Hz=39,0.1136
45,Hz=39,0.0673
50,Hz=39,0.0313
55,Hz=39,0.0784
60,Hz=39,0.0871
65,Hz=39,0.0617
70,Hz=39,0.0498
75,Hz=39,0.0203
80,Hz=39,0.0221
85,Hz=39,0.2483
90,Hz=39,0.0987
95,Hz=39,0.3613
100,Hz=39,0.064
105,Hz=39,0.0703
110,Hz=39,0.0267
115,Hz=39,0.0416
120,Hz=39,0.0521
125,Hz=39,0.0296
130,Hz=39,0.0146
10,Hz=40,0.198
15,Hz=40,0.1929
20,Hz=40,0.3116
25,Hz=40,0.1535
30,Hz=40,0.0913
35,Hz=40,0.1622
40,Hz=40,0.3103
45,Hz=40,0.2635
50,Hz=40,0.2463
55,Hz=40,0.3139
60,Hz=40,0.2033
65,Hz=40,0.2119
70,Hz=40,0.2166
75,Hz=40,0.2172
80,Hz=40,0.2056
85,Hz=40,0.3713
90,Hz=40,0.2252
95,Hz=40,0.4691
100,Hz=40,0.1985
105,Hz=40,0.2165
110,Hz=40,0.2164
115,Hz=40,0.2255
120,Hz=40,0.2281
125,Hz=40,0.2522
130,Hz=40,0.2501
10,δ =,8.9114
15,δ =,8.9792
20,δ =,9.3065
25,δ =,10.8808
30,δ =,8.2199
35,δ =,14.2454
40,δ =,11.7045
45,δ =,1.3962
50,δ =,0.4938
55,δ =,0.8176
60,δ =,11.1205
65,δ =,11.2795
70,δ =,1.113
75,δ =,1.5539
80,δ =,0.6108
85,δ =,11.5199
90,δ =,15.7743
95,δ =,8.6949
100,δ =,1.906
105,δ =,2.0294
110,δ =,0.8765
115,δ =,1.0267
120,δ =,2.4435
125,δ =,2.3402
130,δ =,1.9998
10,θ =,5.1233
15,θ =,5.1733
20,θ =,7.4845
25,θ =,7.0364
30,θ =,5.941
35,θ =,6.1714
40,θ =,5.2259
45,θ =,1.2123
50,θ =,0.2885
55,θ =,0.4673
60,θ =,5.7323
65,θ =,5.5589
70,θ =,0.5273
75,θ =,0.6275
80,θ =,0.578
85,θ =,4.7859
90,θ =,3.796
95,θ =,3.1584
100,θ =,1.0708
105,θ =,1.1893
110,θ =,0.4802
115,θ =,0.8278
120,θ =,1.2373
125,θ =,0.5662
130,θ =,0.4093
10,α =,1.5237
15,α =,1.4032
20,α =,1.8175
25,α =,2.0834
30,α =,1.9347
35,α =,2.0549
40,α =,1.1542
45,α =,0.7261
50,α =,0.3069
55,α =,0.4487
60,α =,1.6921
65,α =,1.8892
70,α =,0.6383
75,α =,0.6869
80,α =,0.4061
85,α =,1.5142
90,α =,1.5285
95,α =,1.6353
100,α =,0.4499
105,α =,0.352
110,α =,0.3708
115,α =,0.6444
120,α =,0.6153
125,α =,0.4741
130,α =,0.5074
10,β =,0.1717
15,β =,0.1571
20,β =,0.2683
25,β =,0.2049
30,β =,0.2355
35,β =,0.2713
40,β =,0.3106
45,β =,0.1792
50,β =,0.1024
55,β =,0.2137
60,β =,0.2127
65,β =,0.2124
70,β =,0.2097
75,β =,0.1866
80,β =,0.1224
85,β =,0.5885
90,β =,0.217
95,β =,0.7252
100,β =,0.1613
105,β =,0.1361
110,β =,0.1649
115,β =,0.2006
120,β =,0.2038
125,β =,0.1462
130,β =,0.1449
10,Hz=0,0
15,Hz=0,0
20,Hz=0,0
25,Hz=0,0
30,Hz=0,0
